MaHoaDon,DiemPhucVu,DiemViTri,DiemChatLuongMonAn,DiemGiaCa,DiemKhongGian,BinhLuan
62785,0,9,0,9,3,Không ngon!
111185,6,9,5,2,3,Giá quá đắt!
107411,6,9,5,3,8,Giá cả hợp lý!
123116,6,4,0,9,7,Dịch vụ kém!
13164,10,1,7,1,5,Không hài lòng!
46770,1,0,2,1,1,Không hài lòng!
15617,1,5,4,0,6,Dịch vụ kém!
37974,3,6,3,8,3,Không ngon!
94144,10,1,6,2,6,Không gian chật chội!
108809,9,3,6,2,9,Không gian chật chội!
78399,6,6,3,3,5,Dịch vụ kém!
147152,8,2,7,4,3,Không gian chật chội!
41621,4,1,5,9,10,Dịch vụ kém!
133572,6,9,8,1,3,Giá quá đắt!
59611,2,5,4,4,7,Không gian chật chội!
116513,8,2,5,2,2,Không gian chật chội!
26726,9,0,10,7,4,Không gian đẹp!
31136,9,5,3,9,0,Không hài lòng!
21017,9,0,9,8,7,"Ngon, sẽ quay lại!"
3872,10,4,8,7,0,Dịch vụ kém!
45537,2,0,1,8,8,Giá quá đắt!
147700,9,2,8,2,1,Giá quá đắt!
135012,1,10,8,0,9,Không ngon!
84778,2,1,7,8,5,Không ngon!
41308,1,2,1,7,1,Không ngon!
14175,7,2,7,4,1,Không gian chật chội!
17877,9,10,4,0,5,Giá quá đắt!
49695,6,6,9,8,9,Không gian đẹp!
27279,10,4,6,9,0,Giá quá đắt!
71304,9,3,2,1,9,Không ngon!
46015,1,5,5,0,9,Không hài lòng!
137923,5,0,3,3,0,Không gian chật chội!
97941,9,6,5,1,7,Không ngon!
55803,1,10,4,3,0,Giá quá đắt!
133722,0,10,4,8,7,Không hài lòng!
102728,9,9,9,5,4,Không gian đẹp!
22035,0,6,9,3,2,Không gian chật chội!
92208,8,7,0,4,3,Không gian chật chội!
7012,5,8,5,6,7,Rất hài lòng!
82035,4,5,8,4,8,Giá quá đắt!
50914,6,6,6,3,5,Không hài lòng!
114856,1,0,9,0,10,Dịch vụ kém!
30944,1,5,0,0,8,Không hài lòng!
116522,5,5,6,1,6,Dịch vụ kém!
72829,8,9,10,5,2,Rất hài lòng!
102035,6,1,5,1,4,Giá quá đắt!
122948,4,10,7,0,5,Giá quá đắt!
140804,2,7,7,7,3,Không ngon!
33426,4,0,6,2,9,Không hài lòng!
7307,7,5,8,9,10,Dịch vụ tuyệt vời!
18427,1,8,2,7,6,Giá quá đắt!
111100,7,7,8,10,7,"Ngon, sẽ quay lại!"
17137,10,7,5,5,9,Dịch vụ tuyệt vời!
52458,10,2,9,2,8,Không gian đẹp!
8563,8,0,6,6,7,Không ngon!
39464,5,8,4,10,5,"Ngon, sẽ quay lại!"
98743,1,10,4,5,0,Giá quá đắt!
101439,4,8,6,5,9,Không gian đẹp!
30825,8,4,5,1,9,Giá quá đắt!
83952,1,2,1,6,4,Dịch vụ kém!
56384,7,2,6,7,1,Không ngon!
85103,0,5,6,10,5,Dịch vụ kém!
81877,4,9,7,2,7,Không ngon!
81304,4,0,6,2,8,Giá quá đắt!
74705,2,1,1,7,8,Không ngon!
110345,0,0,7,10,2,Giá quá đắt!
14140,3,7,2,0,5,Dịch vụ kém!
101662,0,2,10,0,6,Dịch vụ kém!
118506,7,0,5,8,0,Không ngon!
28538,8,1,1,7,0,Dịch vụ kém!
6769,4,9,9,8,8,Rất hài lòng!
79314,6,4,9,5,5,Giá quá đắt!
24870,10,5,5,6,10,Giá cả hợp lý!
56133,6,9,0,2,1,Không ngon!
5356,4,7,0,6,4,Không hài lòng!
118754,6,8,0,7,2,Không hài lòng!
112368,9,3,3,8,8,Không gian đẹp!
62929,4,1,4,1,3,Không hài lòng!
7804,8,8,0,4,1,Giá quá đắt!
67387,7,6,3,7,2,Không hài lòng!
135111,7,6,10,7,5,Rất hài lòng!
144047,8,10,3,6,2,Giá quá đắt!
473,8,2,9,4,6,Dịch vụ kém!
96792,1,0,9,2,4,Dịch vụ kém!
37631,7,3,2,5,6,Không ngon!
31040,0,0,0,9,0,Giá quá đắt!
8383,3,1,2,1,3,Dịch vụ kém!
58856,8,2,8,7,10,"Ngon, sẽ quay lại!"
6577,1,7,9,2,3,Không hài lòng!
149295,4,6,8,9,0,Dịch vụ kém!
71314,9,6,8,5,7,"Ngon, sẽ quay lại!"
12373,8,1,2,6,8,Giá quá đắt!
14405,8,2,7,5,4,Giá quá đắt!
27815,5,6,3,9,2,Không gian chật chội!
30151,5,5,6,2,3,Không gian chật chội!
126467,6,9,9,7,4,"Ngon, sẽ quay lại!"
139340,3,2,6,3,2,Không gian chật chội!
110956,1,9,3,9,10,Dịch vụ tuyệt vời!
105170,10,10,10,5,10,Rất hài lòng!
7329,1,8,0,2,3,Không hài lòng!
123087,5,3,2,10,3,Dịch vụ kém!
145681,10,4,6,1,10,Giá cả hợp lý!
26393,2,3,8,2,4,Không gian chật chội!
61484,2,4,0,8,7,Không gian chật chội!
70643,9,10,1,9,4,Dịch vụ tuyệt vời!
132270,9,2,9,8,8,Dịch vụ tuyệt vời!
108808,8,3,0,10,9,Rất hài lòng!
32070,9,2,3,5,6,Không gian chật chội!
59454,6,8,0,0,3,Không hài lòng!
108637,0,7,8,7,9,Rất hài lòng!
64084,8,2,1,4,4,Dịch vụ kém!
32630,2,10,6,7,9,Giá cả hợp lý!
107751,6,2,9,3,0,Không gian chật chội!
44171,2,8,0,3,0,Dịch vụ kém!
119697,10,1,2,3,2,Không hài lòng!
61614,10,4,7,4,7,Dịch vụ tuyệt vời!
125424,6,3,5,9,7,Rất hài lòng!
144325,8,6,3,8,10,Giá cả hợp lý!
122519,9,3,10,2,3,Giá quá đắt!
108200,1,3,2,0,1,Giá quá đắt!
77994,9,6,4,5,3,Không ngon!
7712,3,7,4,3,8,Giá quá đắt!
134023,0,9,0,1,5,Không gian chật chội!
98931,5,6,3,10,3,Không ngon!
125467,0,4,8,5,9,Dịch vụ kém!
104720,7,5,5,2,5,Không ngon!
97744,3,1,1,6,7,Không gian chật chội!
129140,0,1,7,9,7,Dịch vụ kém!
87116,8,3,6,4,3,Dịch vụ kém!
114401,6,8,10,5,5,Không gian đẹp!
58990,3,10,9,0,8,Không gian đẹp!
148971,1,5,10,10,3,Không hài lòng!
22236,4,8,7,6,7,Rất hài lòng!
25519,1,9,8,9,3,Dịch vụ tuyệt vời!
55398,4,8,8,10,0,"Ngon, sẽ quay lại!"
141637,5,2,3,1,5,Dịch vụ kém!
65453,10,3,7,10,7,Giá cả hợp lý!
103376,6,2,1,1,2,Không gian chật chội!
101392,10,10,1,7,9,Giá cả hợp lý!
90294,0,9,1,7,0,Không ngon!
41542,8,3,5,3,7,Không ngon!
32570,7,4,7,10,5,Dịch vụ tuyệt vời!
44806,8,4,0,8,8,Giá quá đắt!
28305,5,8,1,0,3,Không gian chật chội!
103876,2,0,7,1,4,Dịch vụ kém!
72956,2,7,2,7,3,Không gian chật chội!
81746,3,7,7,4,4,Dịch vụ kém!
44614,9,10,8,3,6,Giá cả hợp lý!
65966,6,2,7,4,3,Không hài lòng!
91346,1,10,5,6,0,Không gian chật chội!
72288,3,0,8,8,3,Giá quá đắt!
35278,1,0,0,7,6,Dịch vụ kém!
81854,6,1,10,9,7,Giá cả hợp lý!
6172,0,9,3,6,4,Giá quá đắt!
441,4,2,6,8,2,Giá quá đắt!
110228,8,4,7,0,4,Dịch vụ kém!
84401,1,0,7,3,8,Không ngon!
146873,10,8,7,2,9,"Ngon, sẽ quay lại!"
14448,0,2,4,3,9,Không ngon!
129791,9,1,4,5,10,Dịch vụ kém!
60783,0,4,6,8,1,Không gian chật chội!
117334,0,0,5,6,8,Giá quá đắt!
148387,7,1,9,1,2,Không ngon!
69863,2,0,9,4,4,Không gian chật chội!
130473,6,7,10,3,10,"Ngon, sẽ quay lại!"
51161,10,9,9,3,7,Không gian đẹp!
141394,9,6,4,1,4,Không ngon!
27186,4,1,5,1,9,Không gian chật chội!
96963,0,4,0,4,8,Không gian chật chội!
114178,10,5,0,3,1,Giá quá đắt!
105714,5,2,4,5,10,Dịch vụ kém!
76264,4,2,6,10,1,Không ngon!
149650,5,0,9,0,7,Không ngon!
31544,6,2,1,0,10,Giá quá đắt!
32219,2,5,5,1,8,Giá quá đắt!
72963,0,1,4,9,5,Không hài lòng!
52592,0,4,1,6,3,Dịch vụ kém!
39044,3,1,9,4,7,Giá quá đắt!
17498,7,3,1,3,9,Dịch vụ kém!
117979,6,6,9,1,0,Giá quá đắt!
109357,4,7,0,6,8,Giá quá đắt!
43679,6,9,5,7,0,Giá quá đắt!
13925,0,1,6,9,2,Dịch vụ kém!
16304,4,8,1,7,5,Giá quá đắt!
11126,4,3,0,9,1,Không hài lòng!
131359,5,5,1,2,0,Giá quá đắt!
141224,10,0,6,5,5,Dịch vụ kém!
129830,9,9,1,2,6,Dịch vụ kém!
80651,0,5,6,10,6,Không hài lòng!
16475,10,3,10,4,5,Rất hài lòng!
112338,5,9,8,2,1,Giá quá đắt!
102080,3,7,0,9,0,Không ngon!
35070,2,10,9,4,5,Giá cả hợp lý!
79681,4,5,8,6,10,Dịch vụ tuyệt vời!
75013,7,8,2,9,7,Rất hài lòng!
81000,9,2,4,6,8,Không ngon!
113270,1,4,4,2,1,Dịch vụ kém!
94672,0,7,3,8,0,Không hài lòng!
4974,5,1,2,1,2,Giá quá đắt!
115366,8,10,5,7,2,Rất hài lòng!
24387,7,10,4,2,10,Giá cả hợp lý!
109413,9,6,7,7,5,Dịch vụ tuyệt vời!
48100,7,0,5,5,1,Không ngon!
146490,3,4,7,2,2,Không ngon!
12116,3,7,0,6,9,Không gian chật chội!
135764,9,3,4,1,8,Không gian chật chội!
96368,1,7,7,2,9,Không gian chật chội!
125092,9,0,1,4,7,Dịch vụ kém!
100641,4,3,9,3,4,Không ngon!
128772,7,7,6,3,3,Không ngon!
9683,5,9,6,6,1,Dịch vụ kém!
35870,10,2,3,6,8,Không gian chật chội!
73650,1,10,0,5,7,Không ngon!
121296,8,0,7,1,5,Dịch vụ kém!
125178,1,4,9,0,1,Dịch vụ kém!
140430,6,2,1,5,9,Dịch vụ kém!
143675,2,2,0,10,3,Dịch vụ kém!
35000,5,1,1,7,2,Không ngon!
54172,8,4,5,5,7,Không gian chật chội!
55914,1,8,7,5,9,Dịch vụ tuyệt vời!
141324,0,9,7,2,4,Dịch vụ kém!
813,2,7,8,3,9,Không ngon!
82625,7,0,5,7,7,Không hài lòng!
34980,5,0,8,8,7,Giá quá đắt!
19432,6,0,9,3,7,Giá quá đắt!
90503,1,6,2,5,1,Không gian chật chội!
44559,2,0,1,8,10,Dịch vụ kém!
72267,10,7,10,1,8,Rất hài lòng!
39273,4,8,2,6,1,Dịch vụ kém!
72330,2,2,1,9,4,Giá quá đắt!
118301,5,3,3,2,9,Không hài lòng!
125481,0,6,4,3,8,Không hài lòng!
98135,4,7,0,7,4,Không ngon!
27843,0,7,6,0,10,Không ngon!
141440,5,10,8,7,2,Dịch vụ tuyệt vời!
77147,0,7,9,5,10,"Ngon, sẽ quay lại!"
111368,2,0,5,2,3,Không hài lòng!
127978,10,2,7,1,6,Dịch vụ kém!
105643,6,10,1,1,10,Giá quá đắt!
58109,6,5,6,9,7,Giá cả hợp lý!
64960,1,0,3,4,4,Giá quá đắt!
125274,5,8,10,7,3,Giá cả hợp lý!
102785,8,5,10,10,2,"Ngon, sẽ quay lại!"
22838,1,4,6,1,8,Không ngon!
14349,4,2,1,3,8,Không gian chật chội!
8318,5,3,2,10,3,Dịch vụ kém!
120956,0,2,0,9,2,Không gian chật chội!
49341,6,6,3,8,0,Dịch vụ kém!
24180,2,10,8,2,10,"Ngon, sẽ quay lại!"
43872,6,2,3,4,10,Dịch vụ kém!
39885,7,7,2,2,1,Dịch vụ kém!
10000,5,2,0,3,6,Không hài lòng!
116543,7,3,5,10,5,Dịch vụ tuyệt vời!
62631,2,10,7,8,4,Dịch vụ tuyệt vời!
40921,5,7,1,4,2,Giá quá đắt!
47760,6,2,5,9,7,Không ngon!
38312,6,4,10,0,6,Không hài lòng!
19382,10,7,8,7,2,Dịch vụ tuyệt vời!
116754,7,6,5,1,1,Dịch vụ kém!
44974,5,2,6,6,5,Không hài lòng!
17107,8,0,7,6,0,Không ngon!
52273,4,2,0,1,0,Không ngon!
81649,1,2,0,7,8,Không ngon!
119193,8,8,0,7,8,Giá cả hợp lý!
8896,6,9,7,7,3,Dịch vụ tuyệt vời!
38361,1,6,1,8,9,Không ngon!
53888,1,3,3,0,6,Không ngon!
57176,8,10,7,1,9,Rất hài lòng!
54115,2,10,6,1,3,Không gian chật chội!
36549,5,0,0,5,2,Không ngon!
146206,1,5,5,5,0,Không ngon!
23601,3,9,0,7,7,Giá quá đắt!
114966,4,6,3,8,7,Không gian chật chội!
29557,10,7,0,8,10,Không gian đẹp!
74511,1,9,6,8,7,Không gian đẹp!
55294,3,7,5,3,1,Giá quá đắt!
30763,8,0,4,4,4,Dịch vụ kém!
55928,3,4,0,10,2,Giá quá đắt!
143713,9,3,0,5,1,Không gian chật chội!
99154,1,5,5,7,10,Giá quá đắt!
21537,10,3,0,4,4,Không hài lòng!
110804,8,6,3,5,10,Giá cả hợp lý!
141477,6,6,0,2,3,Giá quá đắt!
7676,3,6,2,0,9,Không gian chật chội!
30616,1,6,3,10,8,Không gian chật chội!
128140,9,9,4,1,8,Giá cả hợp lý!
81243,2,2,0,9,10,Không ngon!
48892,3,0,4,10,9,Không ngon!
80675,0,6,0,1,6,Giá quá đắt!
24613,3,6,9,6,2,Không ngon!
127827,10,1,9,4,5,Dịch vụ kém!
43318,10,1,7,4,4,Không hài lòng!
88490,5,6,6,4,8,Không gian chật chội!
148056,2,7,10,2,0,Không gian chật chội!
129266,9,10,3,4,8,Giá cả hợp lý!
126503,3,2,6,1,10,Dịch vụ kém!
149974,8,8,0,2,8,Không gian chật chội!
15252,4,2,1,7,3,Không gian chật chội!
2136,1,0,3,1,4,Không ngon!
137625,7,3,9,2,8,Không hài lòng!
123745,10,9,1,8,1,Giá quá đắt!
85346,5,0,3,9,7,Dịch vụ kém!
137885,4,2,5,7,5,Không hài lòng!
128062,8,4,5,8,0,Giá quá đắt!
74243,4,1,7,2,3,Giá quá đắt!
55120,10,4,7,0,2,Dịch vụ kém!
9293,9,1,4,4,10,Không hài lòng!
136165,9,6,2,6,5,Không hài lòng!
99208,1,7,6,6,5,Giá quá đắt!
16245,9,0,8,10,6,Giá cả hợp lý!
76753,1,6,4,8,0,Dịch vụ kém!
35341,5,0,5,7,10,Không ngon!
52720,0,10,5,0,4,Không gian chật chội!
80086,2,8,7,8,4,Giá quá đắt!
9136,2,9,7,10,8,Rất hài lòng!
127999,2,9,9,8,6,"Ngon, sẽ quay lại!"
84305,9,10,6,3,10,Không gian đẹp!
105638,6,0,4,7,4,Không ngon!
102762,6,7,0,0,3,Không gian chật chội!
73453,7,3,1,7,5,Giá quá đắt!
31964,5,5,3,2,2,Không ngon!
51881,0,7,6,9,1,Dịch vụ kém!
90603,4,5,7,9,7,Giá cả hợp lý!
112781,5,7,6,9,7,Giá cả hợp lý!
34261,8,7,6,2,8,Giá cả hợp lý!
14371,10,3,1,1,9,Không ngon!
18218,3,0,7,9,3,Không hài lòng!
76893,6,1,4,10,9,Không gian đẹp!
123257,6,0,4,7,2,Không ngon!
11823,10,8,2,3,10,Rất hài lòng!
15823,0,5,9,10,0,Không gian chật chội!
117354,10,9,1,7,0,Không ngon!
148426,8,4,9,6,8,Không gian đẹp!
119580,6,1,0,1,8,Dịch vụ kém!
39703,8,8,10,2,0,Dịch vụ kém!
127037,4,9,7,2,10,Giá cả hợp lý!
120002,9,4,1,3,2,Không ngon!
111961,0,3,3,10,9,Giá quá đắt!
41995,7,5,8,5,4,Không gian chật chội!
112965,6,5,3,7,10,Dịch vụ tuyệt vời!
108181,8,5,8,4,1,Không hài lòng!
102315,5,8,3,1,1,Không gian chật chội!
121666,2,0,10,8,2,Dịch vụ kém!
12912,9,2,6,1,9,Không ngon!
46288,6,3,6,0,3,Không gian chật chội!
36005,5,3,0,4,1,Dịch vụ kém!
31017,8,7,0,7,4,Không gian chật chội!
37211,0,10,0,5,1,Dịch vụ kém!
4902,5,2,8,1,5,Dịch vụ kém!
21946,5,6,7,4,10,Dịch vụ tuyệt vời!
95525,4,8,1,1,5,Không hài lòng!
141036,10,5,1,6,7,Không hài lòng!
124075,6,6,9,6,4,Giá cả hợp lý!
48536,2,8,1,3,3,Không gian chật chội!
56097,4,9,6,1,8,Không ngon!
99654,3,8,8,5,4,Không ngon!
70872,0,1,1,4,2,Không hài lòng!
102450,10,7,5,5,4,Dịch vụ tuyệt vời!
8822,0,5,6,5,0,Không ngon!
97582,4,2,6,8,2,Không gian chật chội!
63688,1,5,0,1,7,Giá quá đắt!
998,3,3,7,9,9,"Ngon, sẽ quay lại!"
99999,1,7,10,5,8,Không gian đẹp!
101652,1,0,4,10,5,Không gian chật chội!
115134,7,6,4,2,5,Không ngon!
141577,0,10,10,0,5,Không ngon!
55349,1,0,9,5,2,Giá quá đắt!
128308,3,0,6,10,3,Không gian chật chội!
91483,1,2,6,4,9,Giá quá đắt!
8103,6,2,1,9,4,Dịch vụ kém!
149914,0,1,5,7,7,Không ngon!
112381,1,1,0,5,5,Giá quá đắt!
140835,1,5,10,6,0,Không hài lòng!
76647,10,0,7,3,3,Không hài lòng!
40069,2,9,6,0,8,Không ngon!
94607,4,3,0,1,7,Không hài lòng!
109995,4,4,3,3,9,Không gian chật chội!
139050,0,5,9,8,6,Dịch vụ kém!
39120,3,4,10,8,4,Giá quá đắt!
87322,8,9,1,5,8,Giá cả hợp lý!
58464,3,8,4,7,2,Dịch vụ kém!
58190,4,5,3,3,3,Dịch vụ kém!
36226,0,2,10,6,6,Không ngon!
93382,3,3,10,7,3,Giá quá đắt!
20987,5,9,4,0,4,Không ngon!
9804,2,8,10,5,3,Không gian chật chội!
131728,2,3,3,1,8,Không gian chật chội!
114575,4,1,0,3,10,Không ngon!
138133,6,9,1,3,8,Không ngon!
12468,8,2,3,4,8,Không hài lòng!
77085,10,6,6,6,5,Không gian đẹp!
72119,0,5,8,8,7,Không ngon!
93348,4,3,4,10,5,Dịch vụ kém!
83426,4,2,0,7,8,Không gian chật chội!
25584,2,3,10,2,1,Không hài lòng!
100827,4,8,6,1,2,Giá quá đắt!
64096,1,5,0,7,2,Dịch vụ kém!
61130,5,5,3,5,8,Không gian chật chội!
145109,5,0,1,5,5,Không ngon!
87529,4,4,7,9,3,Không hài lòng!
81070,6,7,3,8,0,Không gian chật chội!
127958,3,9,10,9,0,"Ngon, sẽ quay lại!"
128233,4,8,0,10,1,Không hài lòng!
97728,4,6,8,7,8,"Ngon, sẽ quay lại!"
15104,4,2,2,3,7,Không hài lòng!
100177,10,8,8,1,8,Không gian đẹp!
110171,0,9,3,10,7,Không ngon!
39381,4,10,8,2,8,Rất hài lòng!
63776,6,0,1,6,7,Không gian chật chội!
145282,10,0,2,10,1,Không ngon!
59276,7,0,9,6,1,Không hài lòng!
4224,7,5,2,6,6,Không gian chật chội!
39818,2,2,7,2,6,Dịch vụ kém!
67574,9,7,6,4,2,Không gian chật chội!
68893,5,5,4,7,10,"Ngon, sẽ quay lại!"
67070,3,8,8,3,9,Không gian đẹp!
141130,7,3,6,6,5,Không hài lòng!
107352,4,5,5,10,9,Không gian đẹp!
137886,10,9,3,4,9,Rất hài lòng!
52664,0,0,7,9,1,Không hài lòng!
15584,0,5,8,7,4,Giá quá đắt!
34789,6,7,10,2,1,Không hài lòng!
86379,3,9,1,6,9,Không gian chật chội!
55253,9,1,7,5,2,Không ngon!
130215,5,8,5,1,2,Không gian chật chội!
58940,8,5,5,5,9,Dịch vụ tuyệt vời!
79731,1,3,3,3,9,Không gian chật chội!
45284,2,4,6,1,4,Không gian chật chội!
129287,7,3,5,0,0,Không gian chật chội!
4383,9,9,6,6,4,Dịch vụ tuyệt vời!
113688,10,5,2,4,5,Dịch vụ kém!
111464,9,2,8,6,7,"Ngon, sẽ quay lại!"
41990,9,4,6,9,7,Giá cả hợp lý!
68034,10,10,8,2,7,Giá cả hợp lý!
126731,4,6,1,0,1,Dịch vụ kém!
110642,6,5,5,9,10,Giá cả hợp lý!
122297,6,0,10,9,6,"Ngon, sẽ quay lại!"
93004,10,6,2,7,0,Không gian chật chội!
136006,9,8,4,5,1,Không hài lòng!
51479,9,4,3,4,3,Không hài lòng!
26368,5,2,7,9,1,Giá quá đắt!
127934,5,2,4,4,3,Không ngon!
66243,2,5,4,6,5,Không hài lòng!
147109,9,5,7,9,7,Không gian đẹp!
12526,4,2,3,7,0,Dịch vụ kém!
62513,10,6,1,6,0,Không hài lòng!
131410,6,9,5,1,2,Không ngon!
27489,3,5,2,1,5,Giá quá đắt!
74018,7,10,6,7,6,Không gian đẹp!
91232,2,4,10,1,6,Dịch vụ kém!
62104,3,4,2,7,9,Giá quá đắt!
88001,2,1,6,3,9,Không hài lòng!
18640,6,5,1,2,5,Giá quá đắt!
50335,9,7,1,6,0,Giá quá đắt!
75661,2,8,8,6,3,Không ngon!
148747,3,7,3,5,7,Dịch vụ kém!
45999,9,10,9,9,8,Rất hài lòng!
121519,5,9,4,4,0,Không gian chật chội!
18446,3,3,5,9,6,Không ngon!
4549,3,2,7,9,2,Dịch vụ kém!
2645,3,7,7,7,5,Giá quá đắt!
126585,2,8,8,5,8,Dịch vụ tuyệt vời!
35979,5,3,0,2,2,Giá quá đắt!
128633,3,6,6,5,9,Giá quá đắt!
21013,6,3,4,7,3,Không hài lòng!
8207,6,3,9,1,4,Giá quá đắt!
3329,4,5,9,5,2,Không hài lòng!
96683,0,1,7,10,1,Không ngon!
136083,2,0,9,10,9,Dịch vụ tuyệt vời!
66278,3,9,10,10,1,"Ngon, sẽ quay lại!"
104246,1,0,4,3,10,Không hài lòng!
138477,1,5,6,6,3,Dịch vụ kém!
34182,6,0,3,0,3,Không gian chật chội!
146165,8,4,10,3,4,Không gian chật chội!
43926,2,3,6,2,4,Giá quá đắt!
10025,4,4,9,4,9,Rất hài lòng!
123304,7,1,8,0,4,Dịch vụ kém!
125214,2,1,6,1,7,Không ngon!
9620,3,8,10,4,4,Dịch vụ kém!
103306,8,6,8,10,7,Giá cả hợp lý!
87229,0,5,3,10,5,Không gian chật chội!
6630,5,2,1,9,7,Không hài lòng!
39322,3,8,8,0,6,Dịch vụ kém!
70198,9,7,5,8,4,Dịch vụ tuyệt vời!
79029,10,7,0,0,4,Không hài lòng!
20299,2,10,10,7,4,"Ngon, sẽ quay lại!"
131995,0,6,1,9,10,Giá quá đắt!
47161,3,2,9,2,1,Dịch vụ kém!
97638,10,0,7,4,10,"Ngon, sẽ quay lại!"
57501,3,4,2,10,9,Dịch vụ kém!
113820,1,0,2,4,7,Không gian chật chội!
27097,10,5,6,6,8,Không gian đẹp!
5594,3,7,7,7,4,Không hài lòng!
19081,4,8,1,4,7,Dịch vụ kém!
12847,9,2,0,7,0,Dịch vụ kém!
112380,7,1,0,4,4,Giá quá đắt!
50603,0,1,0,9,3,Dịch vụ kém!
132688,9,10,5,1,8,Rất hài lòng!
124505,3,0,5,6,2,Không ngon!
44873,2,10,7,4,5,Không hài lòng!
99898,10,8,6,3,5,Giá cả hợp lý!
76040,0,7,10,2,10,Không ngon!
139661,5,10,10,4,6,Dịch vụ tuyệt vời!
57181,8,7,5,10,10,"Ngon, sẽ quay lại!"
13668,8,1,5,7,8,Dịch vụ kém!
92407,4,0,5,2,6,Không ngon!
57173,2,5,10,2,0,Giá quá đắt!
89730,1,2,0,4,9,Không gian chật chội!
102915,6,10,4,4,6,Không gian đẹp!
134381,3,10,9,8,3,Giá cả hợp lý!
147739,5,9,5,8,2,Không ngon!
13598,9,2,1,10,10,Giá cả hợp lý!
27064,5,1,6,6,9,Không gian chật chội!
31301,4,6,6,0,3,Không ngon!
130471,9,1,6,1,0,Không ngon!
62662,10,6,9,3,6,"Ngon, sẽ quay lại!"
54426,7,9,9,3,7,Giá cả hợp lý!
9811,3,7,8,3,9,Dịch vụ tuyệt vời!
123758,9,0,3,10,2,Giá quá đắt!
22743,4,10,3,9,10,Không gian đẹp!
7051,8,3,4,1,5,Dịch vụ kém!
135444,8,4,9,1,6,Không gian chật chội!
69776,2,9,0,10,10,Không gian đẹp!
126496,10,4,9,10,3,"Ngon, sẽ quay lại!"
54790,1,7,9,5,1,Dịch vụ kém!
107493,0,7,9,4,8,Không gian chật chội!
121182,1,2,4,3,7,Không hài lòng!
89440,7,4,6,9,3,Không gian chật chội!
5786,2,10,8,4,7,Giá cả hợp lý!
120719,0,2,9,3,2,Dịch vụ kém!
85503,9,10,4,8,8,"Ngon, sẽ quay lại!"
22538,6,8,0,9,8,Không gian đẹp!
124485,5,0,2,2,10,Không gian chật chội!
145974,1,0,8,7,8,Giá quá đắt!
95226,3,5,4,7,1,Giá quá đắt!
142397,3,2,4,10,3,Giá quá đắt!
71097,9,0,9,4,1,Dịch vụ kém!
92660,4,8,7,1,8,Không ngon!
112512,10,2,3,2,3,Không gian chật chội!
103808,1,4,3,4,8,Không hài lòng!
16707,7,6,4,10,8,"Ngon, sẽ quay lại!"
144822,7,7,3,4,4,Không gian chật chội!
51068,4,4,0,1,6,Dịch vụ kém!
121281,8,5,1,3,9,Không gian chật chội!
123713,1,9,7,9,8,"Ngon, sẽ quay lại!"
143681,5,7,8,10,0,Giá cả hợp lý!
30241,5,7,9,4,3,Không gian chật chội!
100053,3,2,10,0,4,Dịch vụ kém!
89246,7,3,6,6,2,Dịch vụ kém!
127461,5,5,10,2,3,Giá quá đắt!
130172,3,7,4,3,3,Không ngon!
133372,10,4,8,9,2,Giá cả hợp lý!
62820,3,9,10,7,2,Rất hài lòng!
74494,10,8,4,8,8,Không gian đẹp!
94974,4,8,1,2,3,Không hài lòng!
100200,3,6,9,5,9,"Ngon, sẽ quay lại!"
143524,2,6,6,8,9,Dịch vụ tuyệt vời!
62828,6,8,1,4,3,Không gian chật chội!
28093,2,2,3,3,7,Dịch vụ kém!
20388,1,5,10,9,0,Giá quá đắt!
112680,0,2,2,3,3,Dịch vụ kém!
118292,5,3,6,6,10,Dịch vụ tuyệt vời!
26043,8,8,3,1,10,Giá cả hợp lý!
83877,7,3,3,1,1,Không hài lòng!
17364,7,9,3,10,4,Không gian đẹp!
41061,0,7,9,0,7,Không ngon!
75811,10,1,8,0,5,Không ngon!
126648,2,8,1,3,9,Không gian chật chội!
3143,4,8,8,3,1,Dịch vụ kém!
48586,10,6,6,5,0,Giá quá đắt!
73518,4,1,4,6,9,Giá quá đắt!
5599,0,5,7,9,10,Rất hài lòng!
21883,3,8,7,9,9,Rất hài lòng!
39997,2,1,6,2,9,Giá quá đắt!
126376,5,2,2,8,1,Không ngon!
100822,9,1,10,2,0,Giá quá đắt!
70232,10,10,4,0,2,Không gian chật chội!
43449,0,3,2,1,6,Không ngon!
86134,0,8,7,8,1,Không ngon!
21936,1,2,0,3,4,Giá quá đắt!
134517,4,5,10,9,0,Không gian chật chội!
79557,0,9,1,5,5,Dịch vụ kém!
96928,10,7,9,0,1,Dịch vụ kém!
37908,7,3,0,9,9,Không hài lòng!
6403,5,2,5,1,4,Dịch vụ kém!
34139,1,7,0,2,10,Không hài lòng!
100971,2,10,9,1,1,Giá quá đắt!
43038,0,6,10,1,0,Không ngon!
59398,5,2,3,10,6,Không gian chật chội!
50678,1,7,2,1,1,Không hài lòng!
15708,6,7,9,5,7,Rất hài lòng!
139416,9,9,0,9,9,Không gian đẹp!
76944,4,10,5,6,9,Rất hài lòng!
56525,7,9,10,1,3,Rất hài lòng!
16334,10,5,8,9,3,Không gian đẹp!
87835,1,0,7,5,3,Không gian chật chội!
72444,1,10,6,9,7,"Ngon, sẽ quay lại!"
