MaSoThe,MaKhachHang,NgayLap,LoaiThe,TinhTrangThe,DiemTichLuy
23143,29487,2023-10-14,Member,Active,0
23144,91198,2023-08-05,Member,Active,0
23145,7236,2023-01-30,Member,Active,0
23146,59890,2023-12-17,Member,Active,0
23147,98012,2023-03-03,Member,Active,0
23148,51218,2023-07-12,Member,Active,0
23149,80198,2023-11-07,Member,Active,0
23150,8765,2023-08-13,Member,Active,0
23151,31565,2023-01-20,Member,Active,0
23152,9028,2023-10-14,Member,Active,0
23153,27228,2023-01-07,Member,Active,0
23154,13446,2023-01-17,Member,Active,0
23155,9217,2023-12-24,Member,Active,0
23156,82308,2023-03-23,Member,Active,0
23157,24984,2023-09-26,Member,Active,0
23158,83937,2023-08-28,Member,Active,0
23159,37311,2023-11-10,Member,Active,0
23160,6887,2023-10-09,Member,Active,0
23161,17843,2023-07-11,Member,Active,0
23162,91816,2023-11-22,Member,Active,0
23163,60583,2023-10-31,Member,Active,0
23164,2763,2023-05-30,Member,Active,0
23165,83792,2023-02-26,Member,Active,0
23166,77493,2023-11-06,Member,Active,0
23167,66220,2023-02-28,Member,Active,0
23168,53531,2023-03-06,Member,Active,0
23169,37089,2023-04-30,Member,Active,0
23170,57369,2023-09-17,Member,Active,0
23171,44921,2023-02-10,Member,Active,0
23172,2577,2023-01-14,Member,Active,0
23173,19750,2023-05-03,Member,Active,0
23174,35277,2023-04-22,Member,Active,0
23175,36990,2023-02-22,Member,Active,0
23176,15448,2023-04-12,Member,Active,0
23177,55252,2023-04-20,Member,Active,0
23178,56945,2023-12-26,Member,Active,0
23179,80934,2023-09-10,Member,Active,0
23180,52696,2023-12-15,Member,Active,0
23181,27125,2023-02-23,Member,Active,0
23182,9303,2023-07-28,Member,Active,0
23183,23146,2023-01-15,Member,Active,0
23184,79202,2023-12-21,Member,Active,0
23185,28206,2023-06-03,Member,Active,0
23186,18334,2023-08-18,Member,Active,0
23187,11579,2023-05-13,Member,Active,0
23188,36457,2023-11-12,Member,Active,0
23189,42716,2023-12-15,Member,Active,0
23190,37842,2023-02-28,Member,Active,0
23191,86420,2023-06-18,Member,Active,0
23192,98527,2023-10-26,Member,Active,0
23193,24979,2023-09-18,Member,Active,0
23194,951,2023-04-18,Member,Active,0
23195,31448,2023-01-02,Member,Active,0
23196,14298,2023-04-24,Member,Active,0
23197,41342,2023-11-01,Member,Active,0
23198,31247,2023-04-10,Member,Active,0
23199,99446,2023-06-25,Member,Active,0
23200,26425,2023-03-23,Member,Active,0
23201,65427,2023-09-05,Member,Active,0
23202,58747,2023-07-04,Member,Active,0
23203,33083,2023-06-30,Member,Active,0
23204,83830,2023-08-20,Member,Active,0
23205,86789,2023-05-02,Member,Active,0
23206,36831,2023-09-16,Member,Active,0
23207,67714,2023-05-30,Member,Active,0
23208,17235,2023-08-18,Member,Active,0
23209,10563,2023-01-18,Member,Active,0
23210,37763,2023-07-09,Member,Active,0
23211,59510,2023-09-25,Member,Active,0
23212,68257,2023-11-16,Member,Active,0
23213,74604,2023-03-25,Member,Active,0
23214,95320,2023-12-21,Member,Active,0
23215,92866,2023-10-09,Member,Active,0
23216,90655,2023-07-15,Member,Active,0
23217,35500,2023-10-09,Member,Active,0
23218,64003,2023-05-12,Member,Active,0
23219,68875,2023-08-06,Member,Active,0
23220,99732,2023-06-18,Member,Active,0
23221,79661,2023-11-01,Member,Active,0
23222,71606,2023-05-06,Member,Active,0
23223,4987,2023-01-20,Member,Active,0
23224,32605,2023-01-01,Member,Active,0
23225,12763,2023-01-08,Member,Active,0
23226,15837,2023-08-15,Member,Active,0
23227,32554,2023-11-10,Member,Active,0
23228,86565,2023-01-11,Member,Active,0
23229,16721,2023-10-21,Member,Active,0
23230,55842,2023-12-08,Member,Active,0
23231,1041,2023-06-10,Member,Active,0
23232,10864,2023-09-10,Member,Active,0
23233,40678,2023-09-02,Member,Active,0
23234,49595,2023-12-29,Member,Active,0
23235,9090,2023-11-14,Member,Active,0
23236,26357,2023-07-12,Member,Active,0
23237,98613,2023-02-18,Member,Active,0
23238,71,2023-04-30,Member,Active,0
23239,92250,2023-10-22,Member,Active,0
23240,61317,2023-11-02,Member,Active,0
23241,36479,2023-11-01,Member,Active,0
23242,86571,2023-02-12,Member,Active,0
23243,25685,2023-03-27,Member,Active,0
23244,91567,2023-09-08,Member,Active,0
23245,63543,2023-07-26,Member,Active,0
23246,36986,2023-07-08,Member,Active,0
23247,97354,2023-05-05,Member,Active,0
23248,40765,2023-06-18,Member,Active,0
23249,71439,2023-08-08,Member,Active,0
23250,26998,2023-08-22,Member,Active,0
23251,80418,2023-02-09,Member,Active,0
23252,5879,2023-04-23,Member,Active,0
23253,10100,2023-09-20,Member,Active,0
23254,59992,2023-08-18,Member,Active,0
23255,60705,2023-06-27,Member,Active,0
23256,4936,2023-02-23,Member,Active,0
23257,11812,2023-08-24,Member,Active,0
23258,25115,2023-02-13,Member,Active,0
23259,18264,2023-06-27,Member,Active,0
23260,38687,2023-11-11,Member,Active,0
23261,61373,2023-06-17,Member,Active,0
23262,61696,2023-03-30,Member,Active,0
23263,8204,2023-06-24,Member,Active,0
23264,10787,2023-12-03,Member,Active,0
23265,68104,2023-05-15,Member,Active,0
23266,96295,2023-04-25,Member,Active,0
23267,1767,2023-03-26,Member,Active,0
23268,70418,2023-03-30,Member,Active,0
23269,35353,2023-02-09,Member,Active,0
23270,10351,2023-09-09,Member,Active,0
23271,23988,2023-12-30,Member,Active,0
23272,84345,2023-01-01,Member,Active,0
23273,68881,2023-02-10,Member,Active,0
23274,86869,2023-08-28,Member,Active,0
23275,92671,2023-11-10,Member,Active,0
23276,17535,2023-10-11,Member,Active,0
23277,81651,2023-04-16,Member,Active,0
23278,32167,2023-06-19,Member,Active,0
23279,12962,2023-05-08,Member,Active,0
23280,19045,2023-03-18,Member,Active,0
23281,44491,2023-05-26,Member,Active,0
23282,15242,2023-04-15,Member,Active,0
23283,35856,2023-11-18,Member,Active,0
23284,4178,2023-04-29,Member,Active,0
23285,58268,2023-01-05,Member,Active,0
23286,45209,2023-01-13,Member,Active,0
23287,4333,2023-05-18,Member,Active,0
23288,92974,2023-12-31,Member,Active,0
23289,18958,2023-01-16,Member,Active,0
23290,49630,2023-11-09,Member,Active,0
23291,15029,2023-02-11,Member,Active,0
23292,28973,2023-07-27,Member,Active,0
23293,42706,2023-07-03,Member,Active,0
23294,40177,2023-12-03,Member,Active,0
23295,88175,2023-10-01,Member,Active,0
23296,53208,2023-03-12,Member,Active,0
23297,79429,2023-07-05,Member,Active,0
23298,12267,2023-03-29,Member,Active,0
23299,46039,2023-05-13,Member,Active,0
23300,79970,2023-05-10,Member,Active,0
23301,29536,2023-07-23,Member,Active,0
23302,99554,2023-11-02,Member,Active,0
23303,34410,2023-10-04,Member,Active,0
23304,54737,2023-09-29,Member,Active,0
23305,93803,2023-05-28,Member,Active,0
23306,58154,2023-07-16,Member,Active,0
23307,72512,2023-02-25,Member,Active,0
23308,30591,2023-05-31,Member,Active,0
23309,19100,2023-12-03,Member,Active,0
23310,73019,2023-03-30,Member,Active,0
23311,56278,2023-05-26,Member,Active,0
23312,58354,2023-08-11,Member,Active,0
23313,14713,2023-03-13,Member,Active,0
23314,12041,2023-07-15,Member,Active,0
23315,15439,2023-08-06,Member,Active,0
23316,95259,2023-11-23,Member,Active,0
23317,2654,2023-12-22,Member,Active,0
23318,99213,2023-10-07,Member,Active,0
23319,67968,2023-09-01,Member,Active,0
23320,25068,2023-05-01,Member,Active,0
23321,81098,2023-10-29,Member,Active,0
23322,16677,2023-06-19,Member,Active,0
23323,70933,2023-03-15,Member,Active,0
23324,68282,2023-05-17,Member,Active,0
23325,43320,2023-11-30,Member,Active,0
23326,43593,2023-12-16,Member,Active,0
23327,2488,2023-06-18,Member,Active,0
23328,49101,2023-09-18,Member,Active,0
23329,80650,2023-09-10,Member,Active,0
23330,27240,2023-10-16,Member,Active,0
23331,98241,2023-11-28,Member,Active,0
23332,11060,2023-07-18,Member,Active,0
23333,28634,2023-02-10,Member,Active,0
23334,53085,2023-03-31,Member,Active,0
23335,10208,2023-01-04,Member,Active,0
23336,4646,2023-10-06,Member,Active,0
23337,879,2023-09-27,Member,Active,0
23338,522,2023-06-10,Member,Active,0
23339,84927,2023-06-14,Member,Active,0
23340,33443,2023-05-24,Member,Active,0
23341,94724,2023-01-01,Member,Active,0
23342,70981,2023-12-11,Member,Active,0
23343,15408,2023-04-16,Member,Active,0
23344,99913,2023-02-28,Member,Active,0
23345,50299,2023-04-16,Member,Active,0
23346,59579,2023-12-03,Member,Active,0
23347,82709,2023-10-11,Member,Active,0
23348,22592,2023-04-03,Member,Active,0
23349,77636,2023-01-11,Member,Active,0
23350,22985,2023-03-26,Member,Active,0
23351,5876,2023-01-05,Member,Active,0
23352,35983,2023-04-08,Member,Active,0
23353,33506,2023-07-04,Member,Active,0
23354,11059,2023-03-01,Member,Active,0
23355,80454,2023-09-18,Member,Active,0
23356,3753,2023-04-27,Member,Active,0
23357,29633,2023-03-17,Member,Active,0
23358,65377,2023-06-07,Member,Active,0
23359,14470,2023-04-12,Member,Active,0
23360,49774,2023-04-29,Member,Active,0
23361,9666,2023-05-22,Member,Active,0
23362,59278,2023-05-24,Member,Active,0
23363,3792,2023-03-29,Member,Active,0
23364,55638,2023-05-27,Member,Active,0
23365,76596,2023-11-10,Member,Active,0
23366,85931,2023-05-16,Member,Active,0
23367,80373,2023-05-16,Member,Active,0
23368,16621,2023-04-12,Member,Active,0
23369,75935,2023-01-20,Member,Active,0
23370,64020,2023-01-11,Member,Active,0
23371,66647,2023-08-15,Member,Active,0
23372,34756,2023-01-21,Member,Active,0
23373,87115,2023-06-22,Member,Active,0
23374,13845,2023-04-03,Member,Active,0
23375,14925,2023-05-24,Member,Active,0
23376,99469,2023-06-13,Member,Active,0
23377,41698,2023-03-26,Member,Active,0
23378,71717,2023-08-09,Member,Active,0
23379,87548,2023-03-22,Member,Active,0
23380,58697,2023-05-23,Member,Active,0
23381,98014,2023-07-18,Member,Active,0
23382,65259,2023-05-28,Member,Active,0
23383,95803,2023-09-07,Member,Active,0
23384,44689,2023-03-30,Member,Active,0
23385,95810,2023-01-12,Member,Active,0
23386,5938,2023-10-16,Member,Active,0
23387,96102,2023-06-04,Member,Active,0
23388,15845,2023-05-30,Member,Active,0
23389,98412,2023-03-31,Member,Active,0
23390,19155,2023-12-01,Member,Active,0
23391,17258,2023-07-09,Member,Active,0
23392,89168,2023-11-07,Member,Active,0
23393,25380,2023-08-19,Member,Active,0
23394,75838,2023-07-24,Member,Active,0
23395,15088,2023-05-28,Member,Active,0
23396,87130,2023-08-16,Member,Active,0
23397,84847,2023-01-23,Member,Active,0
23398,63630,2023-10-01,Member,Active,0
23399,33880,2023-02-07,Member,Active,0
23400,54614,2023-03-26,Member,Active,0
23401,17566,2023-05-08,Member,Active,0
23402,25838,2023-04-19,Member,Active,0
23403,2315,2023-07-22,Member,Active,0
23404,492,2023-06-08,Member,Active,0
23405,66626,2023-09-26,Member,Active,0
23406,85786,2023-11-10,Member,Active,0
23407,84482,2023-08-27,Member,Active,0
23408,53911,2023-01-09,Member,Active,0
23409,28085,2023-11-04,Member,Active,0
23410,15751,2023-03-18,Member,Active,0
23411,38838,2023-10-12,Member,Active,0
23412,97299,2023-12-05,Member,Active,0
23413,78706,2023-06-07,Member,Active,0
23414,99849,2023-07-26,Member,Active,0
23415,13545,2023-09-21,Member,Active,0
23416,53182,2023-06-28,Member,Active,0
23417,39777,2023-03-11,Member,Active,0
23418,7377,2023-03-30,Member,Active,0
23419,59724,2023-11-15,Member,Active,0
23420,1174,2023-11-27,Member,Active,0
23421,69326,2023-05-27,Member,Active,0
23422,27441,2023-11-15,Member,Active,0
23423,83280,2023-05-04,Member,Active,0
23424,10160,2023-06-22,Member,Active,0
23425,47295,2023-05-14,Member,Active,0
23426,16315,2023-01-02,Member,Active,0
23427,65243,2023-10-02,Member,Active,0
23428,3857,2023-09-24,Member,Active,0
23429,31456,2023-01-11,Member,Active,0
23430,13751,2023-10-13,Member,Active,0
23431,72125,2023-12-01,Member,Active,0
23432,46719,2023-08-10,Member,Active,0
23433,41089,2023-08-31,Member,Active,0
23434,62431,2023-01-01,Member,Active,0
23435,27489,2023-02-15,Member,Active,0
23436,39072,2023-07-03,Member,Active,0
23437,61624,2023-05-05,Member,Active,0
23438,20224,2023-11-03,Member,Active,0
23439,74722,2023-03-19,Member,Active,0
23440,23975,2023-10-21,Member,Active,0
23441,59347,2023-06-28,Member,Active,0
23442,25621,2023-05-28,Member,Active,0
23443,81938,2023-10-18,Member,Active,0
23444,40711,2023-08-14,Member,Active,0
23445,76038,2023-04-14,Member,Active,0
23446,92013,2023-04-10,Member,Active,0
23447,5687,2023-10-17,Member,Active,0
23448,59229,2023-04-21,Member,Active,0
23449,81067,2023-01-08,Member,Active,0
23450,60477,2023-03-15,Member,Active,0
23451,88570,2023-07-03,Member,Active,0
23452,36318,2023-01-31,Member,Active,0
23453,52876,2023-10-29,Member,Active,0
23454,38804,2023-01-04,Member,Active,0
23455,29707,2023-10-23,Member,Active,0
23456,24937,2023-12-02,Member,Active,0
23457,80264,2023-12-24,Member,Active,0
23458,70041,2023-06-09,Member,Active,0
23459,55694,2023-04-04,Member,Active,0
23460,47494,2023-09-19,Member,Active,0
23461,34311,2023-06-17,Member,Active,0
23462,199,2023-07-25,Member,Active,0
23463,39468,2023-11-17,Member,Active,0
23464,61223,2023-03-10,Member,Active,0
23465,91772,2023-03-07,Member,Active,0
23466,77960,2023-04-29,Member,Active,0
23467,93261,2023-12-01,Member,Active,0
23468,7105,2023-03-01,Member,Active,0
23469,72311,2023-01-09,Member,Active,0
23470,1157,2023-05-13,Member,Active,0
23471,6866,2023-03-02,Member,Active,0
23472,82320,2023-07-20,Member,Active,0
23473,86704,2023-05-27,Member,Active,0
23474,21217,2023-10-23,Member,Active,0
23475,76328,2023-09-02,Member,Active,0
23476,24174,2023-01-21,Member,Active,0
23477,18930,2023-10-21,Member,Active,0
23478,62469,2023-08-24,Member,Active,0
23479,63160,2023-03-22,Member,Active,0
23480,92930,2023-01-30,Member,Active,0
23481,53460,2023-07-27,Member,Active,0
23482,3057,2023-03-29,Member,Active,0
23483,94973,2023-04-18,Member,Active,0
23484,87745,2023-05-06,Member,Active,0
23485,72134,2023-03-01,Member,Active,0
23486,72875,2023-02-25,Member,Active,0
23487,74817,2023-02-18,Member,Active,0
23488,25913,2023-05-17,Member,Active,0
23489,25932,2023-07-18,Member,Active,0
23490,43495,2023-12-15,Member,Active,0
23491,54987,2023-03-16,Member,Active,0
23492,54926,2023-04-30,Member,Active,0
23493,53334,2023-08-29,Member,Active,0
23494,49072,2023-11-03,Member,Active,0
23495,55171,2023-02-22,Member,Active,0
23496,60701,2023-04-08,Member,Active,0
23497,76075,2023-12-29,Member,Active,0
23498,20733,2023-05-22,Member,Active,0
23499,48940,2023-10-15,Member,Active,0
23500,96464,2023-01-22,Member,Active,0
23501,18872,2023-09-17,Member,Active,0
23502,60604,2023-01-08,Member,Active,0
23503,65864,2023-05-12,Member,Active,0
23504,60300,2023-03-15,Member,Active,0
23505,6915,2023-03-05,Member,Active,0
23506,26848,2023-09-30,Member,Active,0
23507,69426,2023-01-12,Member,Active,0
23508,90791,2023-11-09,Member,Active,0
23509,93710,2023-04-08,Member,Active,0
23510,3216,2023-03-10,Member,Active,0
23511,14803,2023-03-30,Member,Active,0
23512,68226,2023-11-04,Member,Active,0
23513,45928,2023-11-04,Member,Active,0
23514,81993,2023-05-30,Member,Active,0
23515,657,2023-05-07,Member,Active,0
23516,36198,2023-08-16,Member,Active,0
23517,10377,2023-03-24,Member,Active,0
23518,1998,2023-12-14,Member,Active,0
23519,38115,2023-05-31,Member,Active,0
23520,90594,2023-03-20,Member,Active,0
23521,9415,2023-01-07,Member,Active,0
23522,47685,2023-01-05,Member,Active,0
23523,18144,2023-08-14,Member,Active,0
23524,56042,2023-07-23,Member,Active,0
23525,54047,2023-07-22,Member,Active,0
23526,73470,2023-02-10,Member,Active,0
23527,62533,2023-10-11,Member,Active,0
23528,8225,2023-08-27,Member,Active,0
23529,51205,2023-03-28,Member,Active,0
23530,52393,2023-03-13,Member,Active,0
23531,56572,2023-01-01,Member,Active,0
23532,42846,2023-12-27,Member,Active,0
23533,14072,2023-02-10,Member,Active,0
23534,11889,2023-12-03,Member,Active,0
23535,70996,2023-12-17,Member,Active,0
23536,45113,2023-10-22,Member,Active,0
23537,23871,2023-06-11,Member,Active,0
23538,35777,2023-05-18,Member,Active,0
23539,18551,2023-11-26,Member,Active,0
23540,79937,2023-12-15,Member,Active,0
23541,28402,2023-07-23,Member,Active,0
23542,91099,2023-03-21,Member,Active,0
23543,40104,2023-02-08,Member,Active,0
23544,12520,2023-12-28,Member,Active,0
23545,1458,2023-01-07,Member,Active,0
23546,38090,2023-04-02,Member,Active,0
23547,35541,2023-12-02,Member,Active,0
23548,77165,2023-09-05,Member,Active,0
23549,2355,2023-04-09,Member,Active,0
23550,11112,2023-01-01,Member,Active,0
23551,10928,2023-07-10,Member,Active,0
23552,96027,2023-01-23,Member,Active,0
23553,40273,2023-09-16,Member,Active,0
23554,26471,2023-08-08,Member,Active,0
23555,36944,2023-12-13,Member,Active,0
23556,34609,2023-07-07,Member,Active,0
23557,93436,2023-09-24,Member,Active,0
23558,41131,2023-08-26,Member,Active,0
23559,36871,2023-08-17,Member,Active,0
23560,59477,2023-10-02,Member,Active,0
23561,12469,2023-02-21,Member,Active,0
23562,88345,2023-04-26,Member,Active,0
23563,21654,2023-08-02,Member,Active,0
23564,79632,2023-12-13,Member,Active,0
23565,61505,2023-02-17,Member,Active,0
23566,37439,2023-08-16,Member,Active,0
23567,43670,2023-04-30,Member,Active,0
23568,1077,2023-05-17,Member,Active,0
23569,90937,2023-12-03,Member,Active,0
23570,68029,2023-01-14,Member,Active,0
23571,46068,2023-06-04,Member,Active,0
23572,44869,2023-08-22,Member,Active,0
23573,67720,2023-06-24,Member,Active,0
23574,44967,2023-07-16,Member,Active,0
23575,24109,2023-04-16,Member,Active,0
23576,56526,2023-07-20,Member,Active,0
23577,91282,2023-08-01,Member,Active,0
23578,63021,2023-02-10,Member,Active,0
23579,30839,2023-04-13,Member,Active,0
23580,24417,2023-12-16,Member,Active,0
23581,59603,2023-02-18,Member,Active,0
23582,4636,2023-10-24,Member,Active,0
23583,88365,2023-07-04,Member,Active,0
23584,82418,2023-02-22,Member,Active,0
23585,70281,2023-04-11,Member,Active,0
23586,74610,2023-10-22,Member,Active,0
23587,79762,2023-10-04,Member,Active,0
23588,31386,2023-05-16,Member,Active,0
23589,43912,2023-09-01,Member,Active,0
23590,49652,2023-05-03,Member,Active,0
23591,35651,2023-05-25,Member,Active,0
23592,27269,2023-08-14,Member,Active,0
23593,92444,2023-07-08,Member,Active,0
23594,81689,2023-07-06,Member,Active,0
23595,4839,2023-04-27,Member,Active,0
23596,59207,2023-04-12,Member,Active,0
23597,62417,2023-06-21,Member,Active,0
23598,93248,2023-11-13,Member,Active,0
23599,64454,2023-11-03,Member,Active,0
23600,90678,2023-06-27,Member,Active,0
23601,78998,2023-09-28,Member,Active,0
23602,15327,2023-12-24,Member,Active,0
23603,41891,2023-12-02,Member,Active,0
23604,51508,2023-10-11,Member,Active,0
23605,66678,2023-01-02,Member,Active,0
23606,27293,2023-12-17,Member,Active,0
23607,79845,2023-03-21,Member,Active,0
23608,43653,2023-04-24,Member,Active,0
23609,91312,2023-02-03,Member,Active,0
23610,63774,2023-01-09,Member,Active,0
23611,62728,2023-02-12,Member,Active,0
23612,57655,2023-03-23,Member,Active,0
23613,20127,2023-04-24,Member,Active,0
23614,31638,2023-01-01,Member,Active,0
23615,26275,2023-11-01,Member,Active,0
23616,29613,2023-02-03,Member,Active,0
23617,91768,2023-10-24,Member,Active,0
23618,71113,2023-08-19,Member,Active,0
23619,38028,2023-10-07,Member,Active,0
23620,55997,2023-09-10,Member,Active,0
23621,21565,2023-08-31,Member,Active,0
23622,92613,2023-03-16,Member,Active,0
23623,1227,2023-04-01,Member,Active,0
23624,57385,2023-04-13,Member,Active,0
23625,47516,2023-07-31,Member,Active,0
23626,46773,2023-03-24,Member,Active,0
23627,27426,2023-07-29,Member,Active,0
23628,9080,2023-05-29,Member,Active,0
23629,5795,2023-11-05,Member,Active,0
23630,53350,2023-04-05,Member,Active,0
23631,37504,2023-01-20,Member,Active,0
23632,98983,2023-04-18,Member,Active,0
23633,69326,2023-12-09,Member,Active,0
23634,4437,2023-03-13,Member,Active,0
23635,80935,2023-06-21,Member,Active,0
23636,58774,2023-11-29,Member,Active,0
